id	formula	name
LMGP01011785	C49H88NO8P	PC(19:1(9Z)/22:4(7Z,10Z,13Z,16Z))
LMGP01011786	C49H84NO8P	PC(19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
LMGP01011787	C42H82NO8P	PC(20:0/14:1(9Z))
LMGP01011788	C43H86NO8P	PC(20:0/15:0)
LMGP01011789	C43H84NO8P	PC(20:0/15:1(9Z))
LMGP01011790	C44H86NO8P	PC(20:0/16:1(9Z))
LMGP01011791	C45H90NO8P	PC(20:0/17:0)
LMGP01011792	C45H88NO8P	PC(20:0/17:1(9Z))
LMGP01011793	C45H86NO8P	PC(20:0/17:2(9Z,12Z))
LMGP01011794	C46H86NO8P	PC(20:0/18:3(6Z,9Z,12Z))
LMGP01011795	C46H86NO8P	PC(20:0/18:3(9Z,12Z,15Z))
LMGP01011796	C46H84NO8P	PC(20:0/18:4(6Z,9Z,12Z,15Z))
LMGP01011797	C47H94NO8P	PC(20:0/19:0)
LMGP01011798	C47H92NO8P	PC(20:0/19:1(9Z))
LMGP01011799	C48H90NO8P	PC(20:0/20:3(8Z,11Z,14Z))
LMGP01011800	C48H86NO8P	PC(20:0/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01011801	C49H98NO8P	PC(20:0/21:0)
LMGP01011802	C50H98NO8P	PC(20:0/22:1(11Z))
LMGP01011803	C50H96NO8P	PC(20:0/22:2(13Z,16Z))
LMGP01011804	C50H92NO8P	PC(20:0/22:4(7Z,10Z,13Z,16Z))
LMGP01011805	C40H78NO8P	PC(20:1(11Z)/12:0)
LMGP01011806	C41H80NO8P	PC(20:1(11Z)/13:0)
LMGP01011807	C42H82NO8P	PC(20:1(11Z)/14:0)
LMGP01011808	C42H80NO8P	PC(20:1(11Z)/14:1(9Z))
LMGP01011809	C43H84NO8P	PC(20:1(11Z)/15:0)
LMGP01011810	C43H82NO8P	PC(20:1(11Z)/15:1(9Z))
LMGP01011811	C44H86NO8P	PC(20:1(11Z)/16:0)
LMGP01011812	C44H84NO8P	PC(20:1(11Z)/16:1(9Z))
LMGP01011813	C45H88NO8P	PC(20:1(11Z)/17:0)
LMGP01011814	C45H86NO8P	PC(20:1(11Z)/17:1(9Z))
LMGP01011815	C45H84NO8P	PC(20:1(11Z)/17:2(9Z,12Z))
LMGP01011816	C46H90NO8P	PC(20:1(11Z)/18:0)
LMGP01011817	C46H88NO8P	PC(20:1(11Z)/18:1(9Z))
LMGP01011818	C46H86NO8P	PC(20:1(11Z)/18:2(9Z,12Z))
LMGP01011819	C46H84NO8P	PC(20:1(11Z)/18:3(6Z,9Z,12Z))
LMGP01011820	C46H84NO8P	PC(20:1(11Z)/18:3(9Z,12Z,15Z))
LMGP01011821	C46H82NO8P	PC(20:1(11Z)/18:4(6Z,9Z,12Z,15Z))
LMGP01011822	C47H92NO8P	PC(20:1(11Z)/19:0)
LMGP01011823	C47H90NO8P	PC(20:1(11Z)/19:1(9Z))
LMGP01011824	C48H94NO8P	PC(20:1(11Z)/20:0)
LMGP01011825	C48H90NO8P	PC(20:1(11Z)/20:2(11Z,14Z))
LMGP01011826	C48H88NO8P	PC(20:1(11Z)/20:3(8Z,11Z,14Z))
LMGP01011827	C48H86NO8P	PC(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))
LMGP01011828	C48H84NO8P	PC(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01011829	C49H96NO8P	PC(20:1(11Z)/21:0)
LMGP01011830	C50H98NO8P	PC(20:1(11Z)/22:0)
LMGP01011831	C50H96NO8P	PC(20:1(11Z)/22:1(11Z))
LMGP01011832	C50H94NO8P	PC(20:1(11Z)/22:2(13Z,16Z))
LMGP01011833	C50H90NO8P	PC(20:1(11Z)/22:4(7Z,10Z,13Z,16Z))
LMGP01011834	C50H86NO8P	PC(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
LMGP01011835	C40H76NO8P	PC(20:2(11Z,14Z)/12:0)
LMGP01011836	C41H78NO8P	PC(20:2(11Z,14Z)/13:0)
LMGP01011837	C42H80NO8P	PC(20:2(11Z,14Z)/14:0)
LMGP01011838	C42H78NO8P	PC(20:2(11Z,14Z)/14:1(9Z))
LMGP01011839	C43H82NO8P	PC(20:2(11Z,14Z)/15:0)
LMGP01011840	C43H80NO8P	PC(20:2(11Z,14Z)/15:1(9Z))
LMGP01011841	C44H84NO8P	PC(20:2(11Z,14Z)/16:0)
LMGP01011842	C44H82NO8P	PC(20:2(11Z,14Z)/16:1(9Z))
LMGP01011843	C45H86NO8P	PC(20:2(11Z,14Z)/17:0)
LMGP01011844	C45H84NO8P	PC(20:2(11Z,14Z)/17:1(9Z))
LMGP01011845	C45H82NO8P	PC(20:2(11Z,14Z)/17:2(9Z,12Z))
LMGP01011846	C46H88NO8P	PC(20:2(11Z,14Z)/18:0)
LMGP01011847	C46H86NO8P	PC(20:2(11Z,14Z)/18:1(9Z))
LMGP01011848	C46H84NO8P	PC(20:2(11Z,14Z)/18:2(9Z,12Z))
LMGP01011849	C46H82NO8P	PC(20:2(11Z,14Z)/18:3(6Z,9Z,12Z))
LMGP01011850	C46H82NO8P	PC(20:2(11Z,14Z)/18:3(9Z,12Z,15Z))
LMGP01011851	C46H80NO8P	PC(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z))
LMGP01011852	C47H90NO8P	PC(20:2(11Z,14Z)/19:0)
LMGP01011853	C47H88NO8P	PC(20:2(11Z,14Z)/19:1(9Z))
LMGP01011854	C48H92NO8P	PC(20:2(11Z,14Z)/20:0)
LMGP01011855	C48H90NO8P	PC(20:2(11Z,14Z)/20:1(11Z))
LMGP01011856	C48H88NO8P	PC(20:2(11Z,14Z)/20:2(11Z,14Z))
LMGP01011857	C48H86NO8P	PC(20:2(11Z,14Z)/20:3(8Z,11Z,14Z))
LMGP01011858	C48H84NO8P	PC(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))
LMGP01011859	C48H82NO8P	PC(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01011860	C49H94NO8P	PC(20:2(11Z,14Z)/21:0)
LMGP01011861	C50H96NO8P	PC(20:2(11Z,14Z)/22:0)
LMGP01011862	C50H94NO8P	PC(20:2(11Z,14Z)/22:1(11Z))
LMGP01011863	C50H92NO8P	PC(20:2(11Z,14Z)/22:2(13Z,16Z))
LMGP01011864	C50H88NO8P	PC(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))
LMGP01011865	C50H84NO8P	PC(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
LMGP01011866	C40H74NO8P	PC(20:3(8Z,11Z,14Z)/12:0)
LMGP01011867	C41H76NO8P	PC(20:3(8Z,11Z,14Z)/13:0)
LMGP01011868	C42H78NO8P	PC(20:3(8Z,11Z,14Z)/14:0)
LMGP01011869	C42H76NO8P	PC(20:3(8Z,11Z,14Z)/14:1(9Z))
LMGP01011870	C43H80NO8P	PC(20:3(8Z,11Z,14Z)/15:0)
LMGP01011871	C43H78NO8P	PC(20:3(8Z,11Z,14Z)/15:1(9Z))
LMGP01011872	C44H82NO8P	PC(20:3(8Z,11Z,14Z)/16:0)
LMGP01011873	C44H80NO8P	PC(20:3(8Z,11Z,14Z)/16:1(9Z))
LMGP01011874	C45H84NO8P	PC(20:3(8Z,11Z,14Z)/17:0)
LMGP01011875	C45H82NO8P	PC(20:3(8Z,11Z,14Z)/17:1(9Z))
LMGP01011876	C45H80NO8P	PC(20:3(8Z,11Z,14Z)/17:2(9Z,12Z))
LMGP01011877	C46H86NO8P	PC(20:3(8Z,11Z,14Z)/18:0)
LMGP01011878	C46H84NO8P	PC(20:3(8Z,11Z,14Z)/18:1(9Z))
LMGP01011879	C46H82NO8P	PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))
LMGP01011880	C46H80NO8P	PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))
LMGP01011881	C46H80NO8P	PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))
LMGP01011882	C46H78NO8P	PC(20:3(8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))
LMGP01011883	C47H88NO8P	PC(20:3(8Z,11Z,14Z)/19:0)
LMGP01011884	C47H86NO8P	PC(20:3(8Z,11Z,14Z)/19:1(9Z))
LMGP01011885	C48H90NO8P	PC(20:3(8Z,11Z,14Z)/20:0)
LMGP01011886	C48H88NO8P	PC(20:3(8Z,11Z,14Z)/20:1(11Z))
LMGP01011887	C48H86NO8P	PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))
LMGP01011888	C48H84NO8P	PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))
LMGP01011889	C48H82NO8P	PC(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))
LMGP01011890	C48H80NO8P	PC(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01011891	C49H92NO8P	PC(20:3(8Z,11Z,14Z)/21:0)
LMGP01011892	C50H94NO8P	PC(20:3(8Z,11Z,14Z)/22:0)
LMGP01011893	C50H92NO8P	PC(20:3(8Z,11Z,14Z)/22:1(11Z))
LMGP01011894	C50H90NO8P	PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z))
LMGP01011895	C50H86NO8P	PC(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))
LMGP01011896	C50H82NO8P	PC(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
LMGP01011897	C40H72NO8P	PC(20:4(5Z,8Z,11Z,14Z)/12:0)
LMGP01011898	C41H74NO8P	PC(20:4(5Z,8Z,11Z,14Z)/13:0)
LMGP01011899	C42H76NO8P	PC(20:4(5Z,8Z,11Z,14Z)/14:0)
LMGP01011900	C42H74NO8P	PC(20:4(5Z,8Z,11Z,14Z)/14:1(9Z))
LMGP01011901	C43H78NO8P	PC(20:4(5Z,8Z,11Z,14Z)/15:0)
LMGP01011902	C43H76NO8P	PC(20:4(5Z,8Z,11Z,14Z)/15:1(9Z))
LMGP01011903	C44H78NO8P	PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))
LMGP01011904	C45H82NO8P	PC(20:4(5Z,8Z,11Z,14Z)/17:0)
LMGP01011905	C45H80NO8P	PC(20:4(5Z,8Z,11Z,14Z)/17:1(9Z))
LMGP01011906	C45H78NO8P	PC(20:4(5Z,8Z,11Z,14Z)/17:2(9Z,12Z))
LMGP01011907	C46H84NO8P	PC(20:4(5Z,8Z,11Z,14Z)/18:0)
LMGP01011908	C46H82NO8P	PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))
LMGP01011909	C46H80NO8P	PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))
LMGP01011910	C46H78NO8P	PC(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z))
LMGP01011911	C46H78NO8P	PC(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))
LMGP01011912	C46H76NO8P	PC(20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))
LMGP01011913	C47H86NO8P	PC(20:4(5Z,8Z,11Z,14Z)/19:0)
LMGP01011914	C47H84NO8P	PC(20:4(5Z,8Z,11Z,14Z)/19:1(9Z))
LMGP01011915	C48H88NO8P	PC(20:4(5Z,8Z,11Z,14Z)/20:0)
LMGP01011916	C48H86NO8P	PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))
LMGP01011917	C48H84NO8P	PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))
LMGP01011918	C48H82NO8P	PC(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z))
LMGP01011919	C48H78NO8P	PC(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01011920	C49H90NO8P	PC(20:4(5Z,8Z,11Z,14Z)/21:0)
LMGP01011921	C50H92NO8P	PC(20:4(5Z,8Z,11Z,14Z)/22:0)
LMGP01011922	C50H90NO8P	PC(20:4(5Z,8Z,11Z,14Z)/22:1(11Z))
LMGP01011923	C50H88NO8P	PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))
LMGP01011924	C50H84NO8P	PC(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))
LMGP01011925	C50H80NO8P	PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
LMGP01011926	C40H70NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/12:0)
LMGP01011927	C41H72NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/13:0)
LMGP01011928	C42H74NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)
LMGP01011929	C42H72NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z))
LMGP01011930	C43H76NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)
LMGP01011931	C43H74NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:1(9Z))
LMGP01011932	C44H78NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)
LMGP01011933	C44H76NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))
LMGP01011934	C45H80NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/17:0)
LMGP01011935	C45H78NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/17:1(9Z))
LMGP01011936	C45H76NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/17:2(9Z,12Z))
LMGP01011937	C46H82NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:0)
LMGP01011938	C46H78NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))
LMGP01011939	C46H76NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))
LMGP01011940	C46H76NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))
LMGP01011941	C46H74NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))
LMGP01011942	C47H84NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/19:0)
LMGP01011943	C47H82NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/19:1(9Z))
LMGP01011944	C48H86NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:0)
LMGP01011945	C48H84NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))
LMGP01011946	C48H82NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z))
LMGP01011947	C48H80NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))
LMGP01011948	C48H78NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))
LMGP01011949	C48H76NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01011950	C49H88NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/21:0)
LMGP01011951	C50H90NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:0)
LMGP01011952	C50H88NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))
LMGP01011953	C50H86NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))
LMGP01011954	C50H82NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))
LMGP01011955	C43H84NO8P	PC(21:0/14:1(9Z))
LMGP01011956	C44H88NO8P	PC(21:0/15:0)
LMGP01011957	C44H86NO8P	PC(21:0/15:1(9Z))
LMGP01011958	C45H90NO8P	PC(21:0/16:0)
LMGP01011959	C45H88NO8P	PC(21:0/16:1(9Z))
LMGP01011960	C46H92NO8P	PC(21:0/17:0)
LMGP01011961	C46H90NO8P	PC(21:0/17:1(9Z))
LMGP01011962	C46H88NO8P	PC(21:0/17:2(9Z,12Z))
LMGP01011963	C47H92NO8P	PC(21:0/18:1(9Z))
LMGP01011964	C47H90NO8P	PC(21:0/18:2(9Z,12Z))
LMGP01011965	C47H88NO8P	PC(21:0/18:3(6Z,9Z,12Z))
LMGP01011966	C47H88NO8P	PC(21:0/18:3(9Z,12Z,15Z))
LMGP01011967	C47H86NO8P	PC(21:0/18:4(6Z,9Z,12Z,15Z))
LMGP01011968	C48H96NO8P	PC(21:0/19:0)
LMGP01011969	C48H94NO8P	PC(21:0/19:1(9Z))
LMGP01011970	C49H98NO8P	PC(21:0/20:0)
LMGP01011971	C49H96NO8P	PC(21:0/20:1(11Z))
LMGP01011972	C49H94NO8P	PC(21:0/20:2(11Z,14Z))
LMGP01011973	C49H92NO8P	PC(21:0/20:3(8Z,11Z,14Z))
LMGP01011974	C49H90NO8P	PC(21:0/20:4(5Z,8Z,11Z,14Z))
LMGP01011975	C49H88NO8P	PC(21:0/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01011976	C51H102NO8P	PC(21:0/22:0)
LMGP01011977	C51H100NO8P	PC(21:0/22:1(11Z))
LMGP01011978	C51H98NO8P	PC(21:0/22:2(13Z,16Z))
LMGP01011979	C51H94NO8P	PC(21:0/22:4(7Z,10Z,13Z,16Z))
LMGP01011980	C44H86NO8P	PC(22:0/14:1(9Z))
LMGP01011981	C45H90NO8P	PC(22:0/15:0)
LMGP01011982	C45H88NO8P	PC(22:0/15:1(9Z))
LMGP01011983	C46H92NO8P	PC(22:0/16:0)
LMGP01011984	C46H90NO8P	PC(22:0/16:1(9Z))
LMGP01011985	C47H94NO8P	PC(22:0/17:0)
LMGP01011986	C47H92NO8P	PC(22:0/17:1(9Z))
LMGP01011987	C47H90NO8P	PC(22:0/17:2(9Z,12Z))
LMGP01011988	C48H92NO8P	PC(22:0/18:2(9Z,12Z))
LMGP01011989	C48H90NO8P	PC(22:0/18:3(6Z,9Z,12Z))
LMGP01011990	C48H90NO8P	PC(22:0/18:3(9Z,12Z,15Z))
LMGP01011991	C48H88NO8P	PC(22:0/18:4(6Z,9Z,12Z,15Z))
LMGP01011992	C49H98NO8P	PC(22:0/19:0)
LMGP01011993	C49H96NO8P	PC(22:0/19:1(9Z))
LMGP01011994	C50H100NO8P	PC(22:0/20:0)
LMGP01011995	C50H96NO8P	PC(22:0/20:2(11Z,14Z))
LMGP01011996	C50H94NO8P	PC(22:0/20:3(8Z,11Z,14Z))
LMGP01011997	C50H92NO8P	PC(22:0/20:4(5Z,8Z,11Z,14Z))
LMGP01011998	C50H90NO8P	PC(22:0/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01011999	C51H102NO8P	PC(22:0/21:0)
LMGP01012000	C52H102NO8P	PC(22:0/22:1(11Z))
LMGP01012001	C52H100NO8P	PC(22:0/22:2(13Z,16Z))
LMGP01012002	C52H96NO8P	PC(22:0/22:4(7Z,10Z,13Z,16Z))
LMGP01012003	C52H92NO8P	PC(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
LMGP01012004	C42H82NO8P	PC(22:1(11Z)/12:0)
LMGP01012005	C43H84NO8P	PC(22:1(11Z)/13:0)
LMGP01012006	C44H86NO8P	PC(22:1(11Z)/14:0)
LMGP01012007	C44H84NO8P	PC(22:1(11Z)/14:1(9Z))
LMGP01012008	C45H88NO8P	PC(22:1(11Z)/15:0)
LMGP01012009	C45H86NO8P	PC(22:1(11Z)/15:1(9Z))
LMGP01012010	C46H90NO8P	PC(22:1(11Z)/16:0)
LMGP01012011	C46H88NO8P	PC(22:1(11Z)/16:1(9Z))
LMGP01012012	C47H92NO8P	PC(22:1(11Z)/17:0)
LMGP01012013	C47H90NO8P	PC(22:1(11Z)/17:1(9Z))
LMGP01012014	C47H88NO8P	PC(22:1(11Z)/17:2(9Z,12Z))
LMGP01012015	C48H94NO8P	PC(22:1(11Z)/18:0)
LMGP01012016	C48H92NO8P	PC(22:1(11Z)/18:1(9Z))
LMGP01012017	C48H90NO8P	PC(22:1(11Z)/18:2(9Z,12Z))
LMGP01012018	C48H88NO8P	PC(22:1(11Z)/18:3(6Z,9Z,12Z))
LMGP01012019	C48H88NO8P	PC(22:1(11Z)/18:3(9Z,12Z,15Z))
LMGP01012020	C48H86NO8P	PC(22:1(11Z)/18:4(6Z,9Z,12Z,15Z))
LMGP01012021	C49H96NO8P	PC(22:1(11Z)/19:0)
LMGP01012022	C49H94NO8P	PC(22:1(11Z)/19:1(9Z))
LMGP01012023	C50H98NO8P	PC(22:1(11Z)/20:0)
LMGP01012024	C50H96NO8P	PC(22:1(11Z)/20:1(11Z))
LMGP01012025	C50H94NO8P	PC(22:1(11Z)/20:2(11Z,14Z))
LMGP01012026	C50H92NO8P	PC(22:1(11Z)/20:3(8Z,11Z,14Z))
LMGP01012027	C50H90NO8P	PC(22:1(11Z)/20:4(5Z,8Z,11Z,14Z))
LMGP01012028	C50H88NO8P	PC(22:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01012029	C51H100NO8P	PC(22:1(11Z)/21:0)
LMGP01012030	C52H102NO8P	PC(22:1(11Z)/22:0)
LMGP01012031	C52H100NO8P	PC(22:1(11Z)/22:1(11Z))
LMGP01012032	C52H98NO8P	PC(22:1(11Z)/22:2(13Z,16Z))
LMGP01012033	C52H94NO8P	PC(22:1(11Z)/22:4(7Z,10Z,13Z,16Z))
LMGP01012034	C52H90NO8P	PC(22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
LMGP01012035	C42H80NO8P	PC(22:2(13Z,16Z)/12:0)
LMGP01012036	C43H82NO8P	PC(22:2(13Z,16Z)/13:0)
LMGP01012037	C44H84NO8P	PC(22:2(13Z,16Z)/14:0)
LMGP01012038	C44H82NO8P	PC(22:2(13Z,16Z)/14:1(9Z))
LMGP01012039	C45H86NO8P	PC(22:2(13Z,16Z)/15:0)
LMGP01012040	C45H84NO8P	PC(22:2(13Z,16Z)/15:1(9Z))
LMGP01012041	C46H88NO8P	PC(22:2(13Z,16Z)/16:0)
LMGP01012042	C46H86NO8P	PC(22:2(13Z,16Z)/16:1(9Z))
LMGP01012043	C47H90NO8P	PC(22:2(13Z,16Z)/17:0)
LMGP01012044	C47H88NO8P	PC(22:2(13Z,16Z)/17:1(9Z))
LMGP01012045	C47H86NO8P	PC(22:2(13Z,16Z)/17:2(9Z,12Z))
LMGP01012046	C48H92NO8P	PC(22:2(13Z,16Z)/18:0)
LMGP01012047	C48H90NO8P	PC(22:2(13Z,16Z)/18:1(9Z))
LMGP01012048	C48H88NO8P	PC(22:2(13Z,16Z)/18:2(9Z,12Z))
LMGP01012049	C48H86NO8P	PC(22:2(13Z,16Z)/18:3(6Z,9Z,12Z))
LMGP01012050	C48H86NO8P	PC(22:2(13Z,16Z)/18:3(9Z,12Z,15Z))
LMGP01012051	C48H84NO8P	PC(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z))
LMGP01012052	C49H94NO8P	PC(22:2(13Z,16Z)/19:0)
LMGP01012053	C49H92NO8P	PC(22:2(13Z,16Z)/19:1(9Z))
LMGP01012054	C50H96NO8P	PC(22:2(13Z,16Z)/20:0)
LMGP01012055	C50H94NO8P	PC(22:2(13Z,16Z)/20:1(11Z))
LMGP01012056	C50H92NO8P	PC(22:2(13Z,16Z)/20:2(11Z,14Z))
LMGP01012057	C50H90NO8P	PC(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))
LMGP01012058	C50H88NO8P	PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))
LMGP01012059	C50H86NO8P	PC(22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01012060	C51H98NO8P	PC(22:2(13Z,16Z)/21:0)
LMGP01012061	C52H100NO8P	PC(22:2(13Z,16Z)/22:0)
LMGP01012062	C52H98NO8P	PC(22:2(13Z,16Z)/22:1(11Z))
LMGP01012063	C52H96NO8P	PC(22:2(13Z,16Z)/22:2(13Z,16Z))
LMGP01012064	C52H92NO8P	PC(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))
LMGP01012065	C52H88NO8P	PC(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
LMGP01012066	C42H76NO8P	PC(22:4(7Z,10Z,13Z,16Z)/12:0)
LMGP01012067	C43H78NO8P	PC(22:4(7Z,10Z,13Z,16Z)/13:0)
LMGP01012068	C44H80NO8P	PC(22:4(7Z,10Z,13Z,16Z)/14:0)
LMGP01012069	C44H78NO8P	PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))
LMGP01012070	C45H82NO8P	PC(22:4(7Z,10Z,13Z,16Z)/15:0)
LMGP01012071	C45H80NO8P	PC(22:4(7Z,10Z,13Z,16Z)/15:1(9Z))
LMGP01012072	C46H84NO8P	PC(22:4(7Z,10Z,13Z,16Z)/16:0)
LMGP01012073	C46H82NO8P	PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))
LMGP01012074	C47H86NO8P	PC(22:4(7Z,10Z,13Z,16Z)/17:0)
LMGP01012075	C47H84NO8P	PC(22:4(7Z,10Z,13Z,16Z)/17:1(9Z))
LMGP01012076	C47H82NO8P	PC(22:4(7Z,10Z,13Z,16Z)/17:2(9Z,12Z))
LMGP01012077	C48H88NO8P	PC(22:4(7Z,10Z,13Z,16Z)/18:0)
LMGP01012078	C48H86NO8P	PC(22:4(7Z,10Z,13Z,16Z)/18:1(9Z))
LMGP01012079	C48H84NO8P	PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))
LMGP01012080	C48H82NO8P	PC(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z))
LMGP01012081	C48H82NO8P	PC(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))
LMGP01012082	C48H80NO8P	PC(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))
LMGP01012083	C49H90NO8P	PC(22:4(7Z,10Z,13Z,16Z)/19:0)
LMGP01012084	C49H88NO8P	PC(22:4(7Z,10Z,13Z,16Z)/19:1(9Z))
LMGP01012085	C50H92NO8P	PC(22:4(7Z,10Z,13Z,16Z)/20:0)
LMGP01012086	C50H90NO8P	PC(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))
LMGP01012087	C50H88NO8P	PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))
LMGP01012088	C50H86NO8P	PC(22:4(7Z,10Z,13Z,16Z)/20:3(8Z,11Z,14Z))
LMGP01012089	C50H84NO8P	PC(22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))
LMGP01012090	C50H82NO8P	PC(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))
LMGP01012091	C51H94NO8P	PC(22:4(7Z,10Z,13Z,16Z)/21:0)
LMGP01012092	C52H96NO8P	PC(22:4(7Z,10Z,13Z,16Z)/22:0)
LMGP01012093	C52H94NO8P	PC(22:4(7Z,10Z,13Z,16Z)/22:1(11Z))
LMGP01012094	C52H92NO8P	PC(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z))
LMGP01012095	C52H88NO8P	PC(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))
LMGP01012096	C52H84NO8P	PC(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
